seq,stdDay,gubun,gubunCn,gubunEn,deathCnt,incDec,isolClearCnt,qurRate,defCnt,isolIngCnt,overFlowCnt,localOccCnt,createDt,updateDt
2113,2020년 06월 02일 00시,경북,庆北,Gyeongsangbuk-do,54,,1297,51.79,1379,28,,,43984.45728,
2114,2020년 06월 02일 00시,경남,庆南,Gyeongsangnam-do,,,121,3.66,123,2,,,43984.45728,
2115,2020년 06월 02일 00시,제주,济州,Jeju,,,13,2.24,15,2,,,43984.45728,
2116,2020년 06월 02일 00시,검역,隔離區,Lazaretto,,1,423,,537,114,1,,43984.45728,
2117,2020년 06월 03일 00시,합계,合计,Total,273,49,10467,22.35,11590,850,3,46,43985.46283,
2118,2020년 06월 03일 00시,서울,首尔,Seoul,4,19,639,9.2,895,252,2,17,43985.46283,
2119,2020년 06월 03일 00시,부산,釜山,Busan,3,,138,4.31,147,6,,,43985.46283,
2120,2020년 06월 03일 00시,대구,大邱,Daegu,188,1,6626,282.58,6885,71,,1,43985.46283,
2121,2020년 06월 03일 00시,인천,仁川,Incheon,,17,98,8.42,249,151,,17,43985.46283,
2122,2020년 06월 03일 00시,광주,光州,Gwangju,,,30,2.2,32,2,,,43985.46283,
2123,2020년 06월 03일 00시,대전,大田,Daejeon,1,,42,3.12,46,3,,,43985.46283,
2124,2020년 06월 03일 00시,울산,蔚山,Ulsan,1,,45,4.53,52,6,,,43985.46283,
2125,2020년 06월 03일 00시,세종,世宗,Sejong,,,47,13.73,47,,,,43985.46283,
2126,2020년 06월 03일 00시,경기,京畿,Gyeonggi-do,19,12,662,6.63,879,198,1,11,43985.46283,
2127,2020년 06월 03일 00시,강원,江原,Gangwon-do,3,,51,3.7,57,3,,,43985.46283,
2128,2020년 06월 03일 00시,충북,忠北,Chungcheongbuk-do,,,49,3.75,60,11,,,43985.46283,
2129,2020년 06월 03일 00시,충남,忠南,Chungcheongnam-do,,,142,6.88,146,4,,,43985.46283,
2130,2020년 06월 03일 00시,전북,全北,Jeollabuk-do,,,19,1.16,21,2,,,43985.46283,
2131,2020년 06월 03일 00시,전남,全南,Jeollanam-do,,,17,1.07,20,3,,,43985.46283,
2132,2020년 06월 03일 00시,경북,庆北,Gyeongsangbuk-do,54,,1298,51.79,1379,27,,,43985.46283,
2133,2020년 06월 03일 00시,경남,庆南,Gyeongsangnam-do,,,121,3.66,123,2,,,43985.46283,
2134,2020년 06월 03일 00시,제주,济州,Jeju,,,13,2.24,15,2,,,43985.46283,
2135,2020년 06월 03일 00시,검역,隔離區,Lazaretto,,,430,,537,107,,,43985.46283,
2136,2020년 06월 04일 00시,합계,合计,Total,273,39,10499,22.43,11629,857,6,33,43986.45827,
2137,2020년 06월 04일 00시,서울,首尔,Seoul,4,14,644,9.34,909,261,1,13,43986.45827,
2138,2020년 06월 04일 00시,부산,釜山,Busan,3,,138,4.31,147,6,,,43986.45827,
2139,2020년 06월 04일 00시,대구,大邱,Daegu,188,,6634,282.58,6885,63,,,43986.45827,
2140,2020년 06월 04일 00시,인천,仁川,Incheon,,7,105,8.66,256,151,,7,43986.45827,
2141,2020년 06월 04일 00시,광주,光州,Gwangju,,,30,2.2,32,2,,,43986.45827,
2142,2020년 06월 04일 00시,대전,大田,Daejeon,1,,42,3.12,46,3,,,43986.45827,
2143,2020년 06월 04일 00시,울산,蔚山,Ulsan,1,,46,4.53,52,5,,,43986.45827,
2144,2020년 06월 04일 00시,세종,世宗,Sejong,,,47,13.73,47,,,,43986.45827,
2145,2020년 06월 04일 00시,경기,京畿,Gyeonggi-do,19,15,665,6.75,894,210,2,13,43986.45827,
2146,2020년 06월 04일 00시,강원,江原,Gangwon-do,3,,51,3.7,57,3,,,43986.45827,
2147,2020년 06월 04일 00시,충북,忠北,Chungcheongbuk-do,,,49,3.75,60,11,,,43986.45827,
2148,2020년 06월 04일 00시,충남,忠南,Chungcheongnam-do,,,142,6.88,146,4,,,43986.45827,
2149,2020년 06월 04일 00시,전북,全北,Jeollabuk-do,,,19,1.16,21,2,,,43986.45827,
2150,2020년 06월 04일 00시,전남,全南,Jeollanam-do,,,17,1.07,20,3,,,43986.45827,
2151,2020년 06월 04일 00시,경북,庆北,Gyeongsangbuk-do,54,1,1301,51.83,1380,25,1,,43986.45827,
2152,2020년 06월 04일 00시,경남,庆南,Gyeongsangnam-do,,,121,3.66,123,2,,,43986.45827,
2153,2020년 06월 04일 00시,제주,济州,Jeju,,,13,2.24,15,2,,,43986.45827,
2154,2020년 06월 04일 00시,검역,隔離區,Lazaretto,,2,435,,539,104,2,,43986.45827,
2155,2020년 06월 05일 00시,합계,合计,Total,273,39,10506,22.5,11668,889,5,34,43987.54947,
2156,2020년 06월 05일 00시,서울,首尔,Seoul,4,15,645,9.49,924,275,,15,43987.54947,
2157,2020년 06월 05일 00시,부산,釜山,Busan,3,,138,4.31,147,6,,,43987.54947,
2158,2020년 06월 05일 00시,대구,大邱,Daegu,188,1,6634,282.62,6886,64,,1,43987.54947,
2159,2020년 06월 05일 00시,인천,仁川,Incheon,,6,107,8.86,262,155,,6,43987.54947,
2160,2020년 06월 05일 00시,광주,光州,Gwangju,,,30,2.2,32,2,,,43987.54947,
2161,2020년 06월 05일 00시,대전,大田,Daejeon,1,,42,3.12,46,3,,,43987.54947,
2162,2020년 06월 05일 00시,울산,蔚山,Ulsan,1,,46,4.53,52,5,,,43987.54947,
2163,2020년 06월 05일 00시,세종,世宗,Sejong,,,47,13.73,47,,,,43987.54947,
2164,2020년 06월 05일 00시,경기,京畿,Gyeonggi-do,19,13,665,6.85,907,223,3,10,43987.54947,
2165,2020년 06월 05일 00시,강원,江原,Gangwon-do,3,,51,3.7,57,3,,,43987.54947,
2166,2020년 06월 05일 00시,충북,忠北,Chungcheongbuk-do,,,49,3.75,60,11,,,43987.54947,
2167,2020년 06월 05일 00시,충남,忠南,Chungcheongnam-do,,1,143,6.93,147,4,,1,43987.54947,
2168,2020년 06월 05일 00시,전북,全北,Jeollabuk-do,,,19,1.16,21,2,,,43987.54947,
2169,2020년 06월 05일 00시,전남,全南,Jeollanam-do,,,17,1.07,20,3,,,43987.54947,
2170,2020년 06월 05일 00시,경북,庆北,Gyeongsangbuk-do,54,2,1302,51.91,1382,26,1,1,43987.54947,
2171,2020년 06월 05일 00시,경남,庆南,Gyeongsangnam-do,,,121,3.66,123,2,,,43987.54947,
2172,2020년 06월 05일 00시,제주,济州,Jeju,,,13,2.24,15,2,,,43987.54947,
2173,2020년 06월 05일 00시,검역,隔離區,Lazaretto,,1,437,,540,103,1,,43987.54947,
2174,2020년 6월 5일 00시,합계,合计,Total,273,51,10531,22.6,11719,915,8,43,43988.43243,
2175,2020년 6월 5일 00시,서울,首尔,Seoul,4,23,650,9.73,947,293,,23,43988.43243,
2176,2020년 6월 5일 00시,부산,釜山,Busan,3,,139,4.31,147,5,,,43988.43243,
2177,2020년 6월 5일 00시,대구,大邱,Daegu,188,,6638,282.62,6886,60,,,43988.43243,
2178,2020년 6월 5일 00시,인천,仁川,Incheon,,11,110,9.24,273,163,1,10,43988.43243,
2179,2020년 6월 5일 00시,광주,光州,Gwangju,,,30,2.2,32,2,,,43988.43243,
2180,2020년 6월 5일 00시,대전,大田,Daejeon,1,,42,3.12,46,3,,,43988.43243,
2181,2020년 6월 5일 00시,울산,蔚山,Ulsan,1,,46,4.53,52,5,,,43988.43243,
2182,2020년 6월 5일 00시,세종,世宗,Sejong,,,47,13.73,47,,,,43988.43243,
2183,2020년 06월 5일 00시,경기,京畿,Gyeonggi-do,19,8,673,6.91,915,223,1,7,43988.43243,
2184,2020년 6월 5일 00시,강원,江原,Gangwon-do,3,1,51,3.76,58,4,,1,43988.43243,
2185,2020년 6월 5일 00시,충북,忠北,Chungcheongbuk-do,,,49,3.75,60,11,,,43988.43243,
2186,2020년 6월 5일 00시,충남,忠南,Chungcheongnam-do,,1,143,6.97,148,5,,1,43988.43243,
2187,2020년 6월 5일 00시,전북,全北,Jeollabuk-do,,,19,1.16,21,2,,,43988.43243,
2188,2020년 6월 5일 00시,전남,全南,Jeollanam-do,,,17,1.07,20,3,,,43988.43243,
2189,2020년 6월 5일 00시,경북,庆北,Gyeongsangbuk-do,54,1,1303,51.94,1383,26,,1,43988.43243,
2190,2020년 6월 5일 00시,경남,庆南,Gyeongsangnam-do,,1,122,3.69,124,2,1,,43988.43243,
2191,2020년 6월 5일 00시,제주,济州,Jeju,,,13,2.24,15,2,,,43988.43243,
2192,2020년 6월 5일 00시,검역,隔離區,Lazaretto,,5,439,,545,106,5,,43988.43243,
2193,2020년 06월 07일 00시,합계,合计,Total,273,57,10552,22.71,11776,951,4,53,43989.43252,
2194,2020년 06월 07일 00시,서울,首尔,Seoul,4,27,651,10.01,974,319,,27,43989.43252,
2195,2020년 06월 07일 00시,부산,釜山,Busan,3,,140,4.31,147,4,,,43989.43252,
2196,2020년 06월 07일 00시,대구,大邱,Daegu,188,1,6640,282.66,6887,59,,1,43989.43252,
2197,2020년 06월 07일 00시,인천,仁川,Incheon,,6,118,9.44,279,161,,6,43989.43252,
2198,2020년 06월 07일 00시,광주,光州,Gwangju,,,30,2.2,32,2,,,43989.43252,
2199,2020년 06월 07일 00시,대전,大田,Daejeon,1,,42,3.12,46,3,,,43989.43252,
2200,2020년 06월 07일 00시,울산,蔚山,Ulsan,1,1,46,4.62,53,6,1,,43989.43252,
2201,2020년 06월 07일 00시,세종,世宗,Sejong,,,47,13.73,47,,,,43989.43252,
2202,2020년 06월 07일 00시,경기,京畿,Gyeonggi-do,19,19,678,7.05,934,237,,19,43989.43252,
2203,2020년 06월 07일 00시,강원,江原,Gangwon-do,3,,51,3.76,58,4,,,43989.43252,
2204,2020년 06월 07일 00시,충북,忠北,Chungcheongbuk-do,,1,49,3.81,61,12,1,,43989.43252,
2205,2020년 06월 07일 00시,충남,忠南,Chungcheongnam-do,,,143,6.97,148,5,,,43989.43252,
2206,2020년 06월 07일 00시,전북,全北,Jeollabuk-do,,,19,1.16,21,2,,,43989.43252,
2207,2020년 06월 07일 00시,전남,全南,Jeollanam-do,,,17,1.07,20,3,,,43989.43252,
2208,2020년 06월 07일 00시,경북,庆北,Gyeongsangbuk-do,54,,1304,51.94,1383,25,,,43989.43252,
2209,2020년 06월 07일 00시,경남,庆南,Gyeongsangnam-do,,,122,3.69,124,2,,,43989.43252,
2210,2020년 06월 07일 00시,제주,济州,Jeju,,,13,2.24,15,2,,,43989.43252,
2211,2020년 06월 07일 00시,검역,隔離區,Lazaretto,,2,442,,547,105,2,,43989.43252,
2212,2020년 06월 08일 00시,합계,合计,Total,273,38,10563,22.79,11814,978,5,33,43990.44124,
2213,2020년 06월 08일 00시,서울,首尔,Seoul,4,22,651,10.23,996,341,,22,43990.44124,
2214,2020년 06월 08일 00시,부산,釜山,Busan,3,,141,4.31,147,3,,,43990.44124,
2215,2020년 06월 08일 00시,대구,大邱,Daegu,188,1,6641,282.7,6888,59,1,,43990.44124,
2216,2020년 06월 08일 00시,인천,仁川,Incheon,,4,118,9.57,283,165,,4,43990.44124,
2217,2020년 06월 08일 00시,광주,光州,Gwangju,,,30,2.2,32,2,,,43990.44124,
2218,2020년 06월 08일 00시,대전,大田,Daejeon,1,,43,3.12,46,2,,,43990.44124,
2219,2020년 06월 08일 00시,울산,蔚山,Ulsan,1,,46,4.62,53,6,,,43990.44124,
2220,2020년 06월 08일 00시,세종,世宗,Sejong,,,47,13.73,47,,,,43990.44124,
2221,2020년 06월 08일 00시,경기,京畿,Gyeonggi-do,19,8,680,7.11,942,243,1,7,43990.44124,
2222,2020년 06월 08일 00시,강원,江原,Gangwon-do,3,,51,3.76,58,4,,,43990.44124,
2223,2020년 06월 08일 00시,충북,忠北,Chungcheongbuk-do,,,49,3.81,61,12,,,43990.44124,
2224,2020년 06월 08일 00시,충남,忠南,Chungcheongnam-do,,,143,6.97,148,5,,,43990.44124,
2225,2020년 06월 08일 00시,전북,全北,Jeollabuk-do,,,19,1.16,21,2,,,43990.44124,
2226,2020년 06월 08일 00시,전남,全南,Jeollanam-do,,,17,1.07,20,3,,,43990.44124,
2227,2020년 06월 08일 00시,경북,庆北,Gyeongsangbuk-do,54,,1309,51.94,1383,20,,,43990.44124,
2228,2020년 06월 08일 00시,경남,庆南,Gyeongsangnam-do,,,122,3.69,124,2,,,43990.44124,
2229,2020년 06월 08일 00시,제주,济州,Jeju,,,13,2.24,15,2,,,43990.44124,
2230,2020년 06월 08일 00시,검역,隔離區,Lazaretto,,3,443,,550,107,3,,43990.44124,
2231,2020년 06월 09일 00시,합계,合计,Total,274,38,10589,22.86,11852,989,3,35,43991.55167,
2232,2020년 06월 09일 00시,서울,首尔,Seoul,4,19,664,10.43,1015,347,1,18,43991.55167,
2233,2020년 06월 09일 00시,부산,釜山,Busan,3,,141,4.31,147,3,,,43991.55167,
2234,2020년 06월 09일 00시,대구,大邱,Daegu,188,,6643,282.7,6888,57,,,43991.55167,
2235,2020년 06월 09일 00시,인천,仁川,Incheon,,3,121,9.67,286,165,,3,43991.55167,
2236,2020년 06월 09일 00시,광주,光州,Gwangju,,,30,2.2,32,2,,,43991.55167,
2237,2020년 06월 09일 00시,대전,大田,Daejeon,1,,43,3.12,46,2,,,43991.55167,
2238,2020년 06월 09일 00시,울산,蔚山,Ulsan,1,,46,4.62,53,6,,,43991.55167,
2239,2020년 06월 09일 00시,세종,世宗,Sejong,,,47,13.73,47,,,,43991.55167,
2240,2020년 06월 09일 00시,경기,京畿,Gyeonggi-do,20,13,680,7.21,955,255,1,12,43991.55167,
2241,2020년 06월 09일 00시,강원,江原,Gangwon-do,3,,51,3.76,58,4,,,43991.55167,
2242,2020년 06월 09일 00시,충북,忠北,Chungcheongbuk-do,,,49,3.81,61,12,,,43991.55167,
2243,2020년 06월 09일 00시,충남,忠南,Chungcheongnam-do,,2,143,7.07,150,7,1,1,43991.55167,
2244,2020년 06월 09일 00시,전북,全北,Jeollabuk-do,,,19,1.16,21,2,,,43991.55167,
2245,2020년 06월 09일 00시,전남,全南,Jeollanam-do,,,17,1.07,20,3,,,43991.55167,
2246,2020년 06월 09일 00시,경북,庆北,Gyeongsangbuk-do,54,,1310,51.94,1383,19,,,43991.55167,
2247,2020년 06월 09일 00시,경남,庆南,Gyeongsangnam-do,,1,123,3.72,125,2,,1,43991.55167,
2248,2020년 06월 09일 00시,제주,济州,Jeju,,,13,2.24,15,2,,,43991.55167,
2249,2020년 06월 09일 00시,검역,隔離區,Lazaretto,,,449,,550,101,,,43991.55167,
2250,2020년 06월 10일 00시,합계,合计,Total,276,50,10611,22.96,11902,1015,7,43,43992.44108,
2251,2020년 06월 10일 00시,서울,首尔,Seoul,4,12,665,10.55,1027,358,,12,43992.44108,
2252,2020년 06월 10일 00시,부산,釜山,Busan,3,,141,4.31,147,3,,,43992.44108,
2253,2020년 06월 10일 00시,대구,大邱,Daegu,188,,6648,282.7,6888,52,,,43992.44108,
2254,2020년 06월 10일 00시,인천,仁川,Incheon,,8,127,9.95,294,167,,8,43992.44108,
2255,2020년 06월 10일 00시,광주,光州,Gwangju,,,30,2.2,32,2,,,43992.44108,
2256,2020년 06월 10일 00시,대전,大田,Daejeon,1,,43,3.12,46,2,,,43992.44108,
2257,2020년 06월 10일 00시,울산,蔚山,Ulsan,1,,47,4.62,53,5,,,43992.44108,
2258,2020년 06월 10일 00시,세종,世宗,Sejong,,,47,13.73,47,,,,43992.44108,
2259,2020년 06월 10일 00시,경기,京畿,Gyeonggi-do,22,21,682,7.37,976,272,1,20,43992.44108,
2260,2020년 06월 10일 00시,강원,江原,Gangwon-do,3,1,51,3.83,59,5,,1,43992.44108,
2261,2020년 06월 10일 00시,충북,忠北,Chungcheongbuk-do,,,49,3.81,61,12,,,43992.44108,
2262,2020년 06월 10일 00시,충남,忠南,Chungcheongnam-do,,,143,7.07,150,7,,,43992.44108,
2263,2020년 06월 10일 00시,전북,全北,Jeollabuk-do,,,19,1.16,21,2,,,43992.44108,
2264,2020년 06월 10일 00시,전남,全南,Jeollanam-do,,,18,1.07,20,2,,,43992.44108,
2265,2020년 06월 10일 00시,경북,庆北,Gyeongsangbuk-do,54,,1310,51.94,1383,19,,,43992.44108,
2266,2020년 06월 10일 00시,경남,庆南,Gyeongsangnam-do,,2,123,3.78,127,4,,2,43992.44108,
2267,2020년 06월 10일 00시,제주,济州,Jeju,,,13,2.24,15,2,,,43992.44108,
2268,2020년 06월 10일 00시,검역,隔離區,Lazaretto,,6,455,,556,101,6,,43992.44108,
2269,2020년 06월 11일 00시,합계,合计,Total,276,45,10654,23.04,11947,1017,5,40,43993.56838,
2270,2020년 06월 11일 00시,서울,首尔,Seoul,4,21,675,10.77,1048,369,1,20,43993.56838,
2271,2020년 06월 11일 00시,부산,釜山,Busan,3,,141,4.31,147,3,,,43993.56838,
2272,2020년 06월 11일 00시,대구,大邱,Daegu,188,,6651,282.7,6888,49,,,43993.56838,
2273,2020년 06월 11일 00시,인천,仁川,Incheon,,6,136,10.15,300,164,1,5,43993.56838,
2274,2020년 06월 11일 00시,광주,光州,Gwangju,,,30,2.2,32,2,,,43993.56838,
2275,2020년 06월 11일 00시,대전,大田,Daejeon,1,,43,3.12,46,2,,,43993.56838,
2276,2020년 06월 11일 00시,울산,蔚山,Ulsan,1,,47,4.62,53,5,,,43993.56838,
2277,2020년 06월 11일 00시,세종,世宗,Sejong,,,47,13.73,47,,,,43993.56838,
2278,2020년 06월 11일 00시,경기,京畿,Gyeonggi-do,22,16,691,7.49,992,279,1,15,43993.56838,
2279,2020년 06월 11일 00시,강원,江原,Gangwon-do,3,,51,3.83,59,5,,,43993.56838,
2280,2020년 06월 11일 00시,충북,忠北,Chungcheongbuk-do,,,52,3.81,61,9,,,43993.56838,
2281,2020년 06월 11일 00시,충남,忠南,Chungcheongnam-do,,,143,7.07,150,7,,,43993.56838,
2282,2020년 06월 11일 00시,전북,全北,Jeollabuk-do,,,19,1.16,21,2,,,43993.56838,
2283,2020년 06월 11일 00시,전남,全南,Jeollanam-do,,,18,1.07,20,2,,,43993.56838,
2284,2020년 06월 11일 00시,경북,庆北,Gyeongsangbuk-do,54,,1312,51.94,1383,17,,,43993.56838,
2285,2020년 06월 11일 00시,경남,庆南,Gyeongsangnam-do,,,123,3.78,127,4,,,43993.56838,
2286,2020년 06월 11일 00시,제주,济州,Jeju,,,13,2.24,15,2,,,43993.56838,
2287,2020년 06월 11일 00시,검역,隔離區,Lazaretto,,2,462,,558,96,2,,43993.56838,
2288,2020년 06월 12일 00시,합계,合计,Total,277,56,10669,23.15,12003,1057,13,43,43994.45918,
2289,2020년 06월 12일 00시,서울,首尔,Seoul,4,25,680,11.02,1073,389,1,24,43994.45918,
2290,2020년 06월 12일 00시,부산,釜山,Busan,3,,141,4.31,147,3,,,43994.45918,
2291,2020년 06월 12일 00시,대구,大邱,Daegu,189,1,6653,282.74,6889,47,,1,43994.45918,
2292,2020년 06월 12일 00시,인천,仁川,Incheon,,1,140,10.18,301,161,1,,43994.45918,
2293,2020년 06월 12일 00시,광주,光州,Gwangju,,,30,2.2,32,2,,,43994.45918,
2294,2020년 06월 12일 00시,대전,大田,Daejeon,1,,43,3.12,46,2,,,43994.45918,
2295,2020년 06월 12일 00시,울산,蔚山,Ulsan,1,,47,4.62,53,5,,,43994.45918,
2296,2020년 06월 12일 00시,세종,世宗,Sejong,,,47,13.73,47,,,,43994.45918,
2297,2020년 06월 12일 00시,경기,京畿,Gyeonggi-do,22,19,692,7.63,1011,297,1,18,43994.45918,
2298,2020년 06월 12일 00시,강원,江原,Gangwon-do,3,,52,3.83,59,4,,,43994.45918,
2299,2020년 06월 12일 00시,충북,忠北,Chungcheongbuk-do,,,52,3.81,61,9,,,43994.45918,
2300,2020년 06월 12일 00시,충남,忠南,Chungcheongnam-do,,,144,7.07,150,6,,,43994.45918,
2301,2020년 06월 12일 00시,전북,全北,Jeollabuk-do,,,19,1.16,21,2,,,43994.45918,
2302,2020년 06월 12일 00시,전남,全南,Jeollanam-do,,,18,1.07,20,2,,,43994.45918,
2303,2020년 06월 12일 00시,경북,庆北,Gyeongsangbuk-do,54,,1312,51.94,1383,17,,,43994.45918,
2304,2020년 06월 12일 00시,경남,庆南,Gyeongsangnam-do,,,123,3.78,127,4,,,43994.45918,
2305,2020년 06월 12일 00시,제주,济州,Jeju,,,13,2.24,15,2,,,43994.45918,
2306,2020년 06월 12일 00시,검역,隔離區,Lazaretto,,10,463,,568,105,10,,43994.45918,
2307,2020년 6월 13일 00시,합계,合计,Total,277,49,10691,23.24,12051,1083,5,44,43995.43151,
2308,2020년 6월 13일 00시,서울,首尔,Seoul,4,29,688,11.31,1101,409,,29,43995.43151,
2309,2020년 6월 13일 00시,부산,釜山,Busan,3,,142,4.31,147,2,,,43995.43151,
2310,2020년 6월 13일 00시,대구,大邱,Daegu,189,3,6659,282.87,6892,44,3,,43995.43151,
2311,2020년 6월 13일 00시,인천,仁川,Incheon,,1,141,10.22,302,161,,1,43995.43151,
2312,2020년 6월 13일 00시,광주,光州,Gwangju,,,30,2.2,32,2,,,43995.43151,
2313,2020년 6월 13일 00시,대전,大田,Daejeon,1,,43,3.12,46,2,,,43995.43151,
2314,2020년 6월 13일 00시,울산,蔚山,Ulsan,1,,47,4.62,53,5,,,43995.43151,
2315,2020년 6월 13일 00시,세종,世宗,Sejong,,,47,13.73,47,,,,43995.43151,
2316,2020년 06월 13일 00시,경기,京畿,Gyeonggi-do,22,14,696,7.74,1025,307,1,13,43995.43151,
2317,2020년 6월 13일 00시,강원,江原,Gangwon-do,3,,52,3.83,59,4,,,43995.43151,
2318,2020년 6월 13일 00시,충북,忠北,Chungcheongbuk-do,,,52,3.81,61,9,,,43995.43151,
2319,2020년 6월 13일 00시,충남,忠南,Chungcheongnam-do,,1,144,7.11,151,7,,1,43995.43151,
2320,2020년 6월 13일 00시,전북,全北,Jeollabuk-do,,,19,1.16,21,2,,,43995.43151,
2321,2020년 6월 13일 00시,전남,全南,Jeollanam-do,,,18,1.07,20,2,,,43995.43151,
2322,2020년 6월 13일 00시,경북,庆北,Gyeongsangbuk-do,54,,1312,51.94,1383,17,,,43995.43151,
2323,2020년 6월 13일 00시,경남,庆南,Gyeongsangnam-do,,,123,3.78,127,4,,,43995.43151,
2324,2020년 6월 13일 00시,제주,济州,Jeju,,,14,2.24,15,1,,,43995.43151,
2325,2020년 6월 13일 00시,검역,隔離區,Lazaretto,,1,464,,569,105,1,,43995.43151,
2326,2020년 06월 14일 00시,합계,合计,Total,277,34,10718,23.31,12085,1090,3,31,43996.4304,
2327,2020년 06월 14일 00시,서울,首尔,Seoul,4,12,689,11.43,1113,420,,12,43996.4304,
2328,2020년 06월 14일 00시,부산,釜山,Busan,3,,142,4.31,147,2,,,43996.4304,
2329,2020년 06월 14일 00시,대구,大邱,Daegu,189,2,6661,282.95,6894,44,1,1,43996.4304,
2330,2020년 06월 14일 00시,인천,仁川,Incheon,,8,147,10.49,310,163,,8,43996.4304,
2331,2020년 06월 14일 00시,광주,光州,Gwangju,,,30,2.2,32,2,,,43996.4304,
2332,2020년 06월 14일 00시,대전,大田,Daejeon,1,,43,3.12,46,2,,,43996.4304,
2333,2020년 06월 14일 00시,울산,蔚山,Ulsan,1,,47,4.62,53,5,,,43996.4304,
2334,2020년 06월 14일 00시,세종,世宗,Sejong,,,47,13.73,47,,,,43996.4304,
2335,2020년 06월 14일 00시,경기,京畿,Gyeonggi-do,22,10,710,7.81,1035,303,1,9,43996.4304,
2336,2020년 06월 14일 00시,강원,江原,Gangwon-do,3,1,52,3.89,60,5,,1,43996.4304,
2337,2020년 06월 14일 00시,충북,忠北,Chungcheongbuk-do,,,52,3.81,61,9,,,43996.4304,
2338,2020년 06월 14일 00시,충남,忠南,Chungcheongnam-do,,,144,7.11,151,7,,,43996.4304,
2339,2020년 06월 14일 00시,전북,全北,Jeollabuk-do,,,19,1.16,21,2,,,43996.4304,
2340,2020년 06월 14일 00시,전남,全南,Jeollanam-do,,,18,1.07,20,2,,,43996.4304,
2341,2020년 06월 14일 00시,경북,庆北,Gyeongsangbuk-do,54,,1313,51.94,1383,16,,,43996.4304,
2342,2020년 06월 14일 00시,경남,庆南,Gyeongsangnam-do,,,123,3.78,127,4,,,43996.4304,
2343,2020년 06월 14일 00시,제주,济州,Jeju,,,15,2.24,15,,,,43996.4304,
2344,2020년 06월 14일 00시,검역,隔離區,Lazaretto,,1,466,,570,104,1,,43996.4304,
2345,2020년 06월 15일 00시,합계,合计,Total,277,37,10730,23.38,12121,1114,13,24,43997.43079,
2346,2020년 06월 15일 00시,서울,首尔,Seoul,4,7,689,11.51,1120,427,1,6,43997.43079,
2347,2020년 06월 15일 00시,부산,釜山,Busan,3,,142,4.31,147,2,,,43997.43079,
2348,2020년 06월 15일 00시,대구,大邱,Daegu,189,,6667,282.95,6894,38,,,43997.43079,
2349,2020년 06월 15일 00시,인천,仁川,Incheon,,8,149,10.76,318,169,,8,43997.43079,
2350,2020년 06월 15일 00시,광주,光州,Gwangju,,,30,2.2,32,2,,,43997.43079,
2351,2020년 06월 15일 00시,대전,大田,Daejeon,1,,43,3.12,46,2,,,43997.43079,
2352,2020년 06월 15일 00시,울산,蔚山,Ulsan,1,,47,4.62,53,5,,,43997.43079,
2353,2020년 06월 15일 00시,세종,世宗,Sejong,,,47,13.73,47,,,,43997.43079,
2354,2020년 06월 15일 00시,경기,京畿,Gyeonggi-do,22,10,713,7.89,1045,310,2,8,43997.43079,
2355,2020년 06월 15일 00시,강원,江原,Gangwon-do,3,,52,3.89,60,5,,,43997.43079,
2356,2020년 06월 15일 00시,충북,忠北,Chungcheongbuk-do,,,52,3.81,61,9,,,43997.43079,
2357,2020년 06월 15일 00시,충남,忠南,Chungcheongnam-do,,2,144,7.16,152,8,,2,43997.43079,
2358,2020년 06월 15일 00시,전북,全北,Jeollabuk-do,,,19,1.16,21,2,,,43997.43079,
2359,2020년 06월 15일 00시,전남,全南,Jeollanam-do,,,18,1.07,20,2,,,43997.43079,
2360,2020년 06월 15일 00시,경북,庆北,Gyeongsangbuk-do,54,,1313,51.94,1383,16,,,43997.43079,
2361,2020년 06월 15일 00시,경남,庆南,Gyeongsangnam-do,,3,124,3.87,130,6,3,,43997.43079,
2362,2020년 06월 15일 00시,제주,济州,Jeju,,,15,2.24,15,,,,43997.43079,
2363,2020년 06월 15일 00시,검역,隔離區,Lazaretto,,7,466,,577,111,7,,43997.43079,
2364,2020년 06월 16일 00시,합계,合计,Total,278,34,10760,23.44,12155,1117,13,21,43998.48077,
2365,2020년 06월 16일 00시,서울,首尔,Seoul,4,12,703,11.63,1132,425,1,11,43998.48077,
2366,2020년 06월 16일 00시,부산,釜山,Busan,3,1,142,4.34,148,3,1,,43998.48077,
2367,2020년 06월 16일 00시,대구,大邱,Daegu,189,,6671,282.95,6894,34,,,43998.48077,
2368,2020년 06월 16일 00시,인천,仁川,Incheon,1,2,152,10.83,320,167,,2,43998.48077,
2369,2020년 06월 16일 00시,광주,光州,Gwangju,,,32,2.2,32,,,,43998.48077,
2370,2020년 06월 16일 00시,대전,大田,Daejeon,1,3,43,3.32,49,5,,3,43998.48077,
2371,2020년 06월 16일 00시,울산,蔚山,Ulsan,1,,47,4.62,53,5,,,43998.48077,
2372,2020년 06월 16일 00시,세종,世宗,Sejong,,,47,13.73,47,,,,43998.48077,
2373,2020년 06월 16일 00시,경기,京畿,Gyeonggi-do,22,5,716,7.92,1050,312,1,4,43998.48077,
2374,2020년 06월 16일 00시,강원,江原,Gangwon-do,3,,52,3.89,60,5,,,43998.48077,
2375,2020년 06월 16일 00시,충북,忠北,Chungcheongbuk-do,,,55,3.81,61,6,,,43998.48077,
2376,2020년 06월 16일 00시,충남,忠南,Chungcheongnam-do,,,144,7.16,152,8,,,43998.48077,
