seq,stdDay,gubun,gubunCn,gubunEn,deathCnt,incDec,isolClearCnt,qurRate,defCnt,isolIngCnt,overFlowCnt,localOccCnt,createDt,updateDt
335,2020년 3월 21일 00시,인천,仁川,Incheon,,4,7,1.35,40,,,,43911.44949,
336,2020년 3월 21일 00시,광주,光州,Gwangju,,,10,1.24,18,,,,43911.44949,
337,2020년 3월 21일 00시,대전,大田,Daejeon,,,5,1.49,22,,,,43911.44949,
338,2020년 3월 21일 00시,울산,蔚山,Ulsan,,,11,3.14,36,,,,43911.44949,
339,2020년 3월 21일 00시,세종,世宗,Sejong,,,2,11.98,41,,,,43911.44949,
340,2020년 03월 21일 00시,경기,京畿,Gyeonggi-do,3,12,79,2.42,321,,,,43911.44949,
341,2020년 3월 21일 00시,강원,江原,Gangwon-do,1,,12,1.95,30,,,,43911.44949,
342,2020년 3월 21일 00시,충북,忠北,Chungcheongbuk-do,,1,8,2.13,34,,,,43911.44949,
343,2020년 3월 21일 00시,충남,忠南,Chungcheongnam-do,,,39,5.61,119,,,,43911.44949,
344,2020년 3월 21일 00시,전북,全北,Jeollabuk-do,,,7,0.55,10,,,,43911.44949,
345,2020년 3월 21일 00시,전남,全南,Jeollanam-do,,,3,0.27,5,,,,43911.44949,
346,2020년 3월 21일 00시,경북,庆北,Gyeongsangbuk-do,24,40,395,46.69,1243,,,,43911.44949,
347,2020년 3월 21일 00시,경남,庆南,Gyeongsangnam-do,,,40,2.59,87,,,,43911.44949,
348,2020년 3월 21일 00시,제주,济州,Jeju,,,2,0.6,4,,,,43911.44949,
349,2020년 3월 21일 00시,검역,隔離區,Lazaretto,,6,,,23,,,,43911.44949,
350,2020년 3월 22일 00시,합계,合计,Total,104,98,2909,17.16,8897,,,,43912.43995,
351,2020년 3월 22일 00시,서울,首尔,Seoul,,10,64,3.33,324,,,,43912.43995,
352,2020년 3월 22일 00시,부산,釜山,Busan,1,,69,3.17,108,,,,43912.43995,
353,2020년 3월 22일 00시,대구,大邱,Daegu,75,43,2107,262.14,6387,,,,43912.43995,
354,2020년 3월 22일 00시,인천,仁川,Incheon,,,8,1.35,40,,,,43912.43995,
355,2020년 3월 22일 00시,광주,光州,Gwangju,,1,10,1.3,19,,,,43912.43995,
356,2020년 3월 22일 00시,대전,大田,Daejeon,,2,6,1.63,24,,,,43912.43995,
357,2020년 3월 22일 00시,울산,蔚山,Ulsan,,,12,3.14,36,,,,43912.43995,
358,2020년 3월 22일 00시,세종,世宗,Sejong,,,3,11.98,41,,,,43912.43995,
359,2020년 03월 22일 00시,경기,京畿,Gyeonggi-do,3,16,82,2.54,337,,,,43912.43995,
360,2020년 3월 22일 00시,강원,江原,Gangwon-do,1,,13,1.95,30,,,,43912.43995,
361,2020년 3월 22일 00시,충북,忠北,Chungcheongbuk-do,,1,9,2.19,35,,,,43912.43995,
362,2020년 3월 22일 00시,충남,忠南,Chungcheongnam-do,,1,39,5.65,120,,,,43912.43995,
363,2020년 3월 22일 00시,전북,全北,Jeollabuk-do,,,7,0.55,10,,,,43912.43995,
364,2020년 3월 22일 00시,전남,全南,Jeollanam-do,,1,3,0.32,6,,,,43912.43995,
365,2020년 3월 22일 00시,경북,庆北,Gyeongsangbuk-do,24,11,432,47.1,1254,,,,43912.43995,
366,2020년 3월 22일 00시,경남,庆南,Gyeongsangnam-do,,1,42,2.62,88,,,,43912.43995,
367,2020년 3월 22일 00시,제주,济州,Jeju,,,3,0.6,4,,,,43912.43995,
368,2020년 3월 22일 00시,검역,隔離區,Lazaretto,,11,,,34,,,,43912.43995,
369,2020년 3월 23일 00시,합계,合计,Total,111,64,3166,17.28,8961,,,,43913.43758,
370,2020년 3월 23일 00시,서울,首尔,Seoul,,6,64,3.39,330,,,,43913.43758,
371,2020년 3월 23일 00시,부산,釜山,Busan,1,1,71,3.19,109,,,,43913.43758,
372,2020년 3월 23일 00시,대구,大邱,Daegu,82,24,2305,263.12,6411,,,,43913.43758,
373,2020년 3월 23일 00시,인천,仁川,Incheon,,,8,1.35,40,,,,43913.43758,
374,2020년 3월 23일 00시,광주,光州,Gwangju,,,10,1.3,19,,,,43913.43758,
375,2020년 3월 23일 00시,대전,大田,Daejeon,,,6,1.63,24,,,,43913.43758,
376,2020년 3월 23일 00시,울산,蔚山,Ulsan,,,17,3.14,36,,,,43913.43758,
377,2020년 3월 23일 00시,세종,世宗,Sejong,,1,3,12.27,42,,,,43913.43758,
378,2020년 03월 23일 00시,경기,京畿,Gyeonggi-do,3,14,88,2.65,351,,,,43913.43758,
379,2020년 3월 23일 00시,강원,江原,Gangwon-do,1,,14,1.95,30,,,,43913.43758,
380,2020년 3월 23일 00시,충북,忠北,Chungcheongbuk-do,,2,9,2.31,37,,,,43913.43758,
381,2020년 3월 23일 00시,충남,忠南,Chungcheongnam-do,,,44,5.65,120,,,,43913.43758,
382,2020년 3월 23일 00시,전북,全北,Jeollabuk-do,,,7,0.55,10,,,,43913.43758,
383,2020년 3월 23일 00시,전남,全南,Jeollanam-do,,,3,0.32,6,,,,43913.43758,
384,2020년 3월 23일 00시,경북,庆北,Gyeongsangbuk-do,24,2,469,47.17,1256,,,,43913.43758,
385,2020년 3월 23일 00시,경남,庆南,Gyeongsangnam-do,,1,45,2.65,89,,,,43913.43758,
386,2020년 3월 23일 00시,제주,济州,Jeju,,,3,0.6,4,,,,43913.43758,
387,2020년 3월 23일 00시,검역,隔離區,Lazaretto,,13,,,47,,,,43913.43758,
388,2020년 3월 24일 00시,합계,合计,Total,120,76,3507,17.43,9037,,,,43914.45146,
389,2020년 3월 24일 00시,서울,首尔,Seoul,,4,72,3.43,334,,,,43914.45146,
390,2020년 3월 24일 00시,부산,釜山,Busan,1,2,71,3.25,111,,,,43914.45146,
391,2020년 3월 24일 00시,대구,大邱,Daegu,88,31,2571,264.4,6442,,,,43914.45146,
392,2020년 3월 24일 00시,인천,仁川,Incheon,,1,8,1.39,41,,,,43914.45146,
393,2020년 3월 24일 00시,광주,光州,Gwangju,,,11,1.3,19,,,,43914.45146,
394,2020년 3월 24일 00시,대전,大田,Daejeon,,,6,1.63,24,,,,43914.45146,
395,2020년 3월 24일 00시,울산,蔚山,Ulsan,,,18,3.14,36,,,,43914.45146,
396,2020년 3월 24일 00시,세종,世宗,Sejong,,,3,12.27,42,,,,43914.45146,
397,2020년 03월 24일 00시,경기,京畿,Gyeonggi-do,4,15,97,2.76,366,,,,43914.45146,
398,2020년 3월 24일 00시,강원,江原,Gangwon-do,1,,14,1.95,30,,,,43914.45146,
399,2020년 3월 24일 00시,충북,忠北,Chungcheongbuk-do,,1,11,2.38,38,,,,43914.45146,
400,2020년 3월 24일 00시,충남,忠南,Chungcheongnam-do,,,56,5.65,120,,,,43914.45146,
401,2020년 3월 24일 00시,전북,全北,Jeollabuk-do,,,7,0.55,10,,,,43914.45146,
402,2020년 3월 24일 00시,전남,全南,Jeollanam-do,,,3,0.32,6,,,,43914.45146,
403,2020년 3월 24일 00시,경북,庆北,Gyeongsangbuk-do,26,1,507,47.21,1257,,,,43914.45146,
404,2020년 3월 24일 00시,경남,庆南,Gyeongsangnam-do,,1,48,2.68,90,,,,43914.45146,
405,2020년 3월 24일 00시,제주,济州,Jeju,,,4,0.6,4,,,,43914.45146,
406,2020년 3월 24일 00시,검역,隔離區,Lazaretto,,20,,,67,,,,43914.45146,
407,2020년 3월 25일 00시,합계,合计,Total,126,100,3730,17.62,9137,,,,43915.44519,
408,2020년 3월 25일 00시,서울,首尔,Seoul,,13,72,3.43,347,,,,43915.44519,
409,2020년 3월 25일 00시,부산,釜山,Busan,1,1,73,3.25,112,,,,43915.44519,
410,2020년 3월 25일 00시,대구,大邱,Daegu,92,14,2740,264.4,6456,,,,43915.44519,
411,2020년 3월 25일 00시,인천,仁川,Incheon,,1,10,1.39,42,,,,43915.44519,
412,2020년 3월 25일 00시,광주,光州,Gwangju,,,11,1.3,19,,,,43915.44519,43915.4454
413,2020년 3월 25일 00시,대전,大田,Daejeon,,,6,1.63,24,,,,43915.44519,43915.44563
414,2020년 3월 25일 00시,울산,蔚山,Ulsan,,1,19,3.14,37,,,,43915.44519,
415,2020년 3월 25일 00시,세종,世宗,Sejong,,2,3,12.27,44,,,,43915.44519,
416,2020년 03월 25일 00시,경기,京畿,Gyeonggi-do,4,21,100,2.76,387,,,,43915.44519,
417,2020년 3월 25일 00시,강원,江原,Gangwon-do,1,1,15,1.95,31,,,,43915.44519,
418,2020년 3월 25일 00시,충북,忠北,Chungcheongbuk-do,,,13,2.38,38,,,,43915.44519,
419,2020년 3월 25일 00시,충남,忠南,Chungcheongnam-do,,3,65,5.65,123,,,,43915.44519,
420,2020년 3월 25일 00시,전북,全北,Jeollabuk-do,,,7,0.55,10,,,,43915.44519,
421,2020년 3월 25일 00시,전남,全南,Jeollanam-do,,2,3,0.32,8,,,,43915.44519,
422,2020년 3월 25일 00시,경북,庆北,Gyeongsangbuk-do,28,5,538,47.21,1262,,,,43915.44519,
423,2020년 3월 25일 00시,경남,庆南,Gyeongsangnam-do,,,51,2.68,90,,,,43915.44519,
424,2020년 3월 25일 00시,제주,济州,Jeju,,2,4,0.6,6,,,,43915.44519,
425,2020년 3월 25일 00시,검역,隔離區,Lazaretto,,34,,,101,,,,43915.44519,
426,2020년 3월 26일 00시,합계,合计,Total,131,104,4144,17.82,9241,,,,43916.45206,
427,2020년 3월 26일 00시,서울,首尔,Seoul,,13,80,3.7,360,,,,43916.45206,
428,2020년 3월 26일 00시,부산,釜山,Busan,2,,75,3.28,112,,,,43916.45206,
429,2020년 3월 26일 00시,대구,大邱,Daegu,94,26,3039,266.04,6482,,,,43916.45206,
430,2020년 3월 26일 00시,인천,仁川,Incheon,,1,11,1.45,43,,,,43916.45206,
431,2020년 3월 26일 00시,광주,光州,Gwangju,,,11,1.3,19,,,,43916.45206,
432,2020년 3월 26일 00시,대전,大田,Daejeon,,6,6,2.04,30,,,,43916.45206,
433,2020년 3월 26일 00시,울산,蔚山,Ulsan,,,20,3.23,37,,,,43916.45206,
434,2020년 3월 26일 00시,세종,世宗,Sejong,,,8,12.85,44,,,,43916.45206,
435,2020년 03월 26일 00시,경기,京畿,Gyeonggi-do,4,14,122,3.03,401,,,,43916.45206,
436,2020년 3월 26일 00시,강원,江原,Gangwon-do,1,,18,2.01,31,,,,43916.45206,
437,2020년 3월 26일 00시,충북,忠北,Chungcheongbuk-do,,1,14,2.44,39,,,,43916.45206,
438,2020년 3월 26일 00시,충남,忠南,Chungcheongnam-do,,1,68,5.84,124,,,,43916.45206,
439,2020년 3월 26일 00시,전북,全北,Jeollabuk-do,,,7,0.55,10,,,,43916.45206,
440,2020년 3월 26일 00시,전남,全南,Jeollanam-do,,,3,0.43,8,,,,43916.45206,
441,2020년 3월 26일 00시,경북,庆北,Gyeongsangbuk-do,30,12,601,47.85,1274,,,,43916.45206,
442,2020년 3월 26일 00시,경남,庆南,Gyeongsangnam-do,,,57,2.68,90,,,,43916.45206,
443,2020년 3월 26일 00시,제주,济州,Jeju,,,4,0.89,6,,,,43916.45206,
444,2020년 3월 26일 00시,검역,隔離區,Lazaretto,,30,,,131,,,,43916.45206,
445,2020년 3월 27일 00시,합계,合计,Total,139,91,4528,18,9332,,,,43917.444,
446,2020년 3월 27일 00시,서울,首尔,Seoul,,12,89,3.82,372,,,,43917.444,
447,2020년 3월 27일 00시,부산,釜山,Busan,2,1,81,3.31,113,,,,43917.444,
448,2020년 3월 27일 00시,대구,大邱,Daegu,98,34,3324,267.43,6516,,,,43917.444,
449,2020년 3월 27일 00시,인천,仁川,Incheon,,3,13,1.56,46,,,,43917.444,
450,2020년 3월 27일 00시,광주,光州,Gwangju,,1,11,1.37,20,,,,43917.444,
451,2020년 3월 27일 00시,대전,大田,Daejeon,,1,9,2.1,31,,,,43917.444,
452,2020년 3월 27일 00시,울산,蔚山,Ulsan,,2,20,3.4,39,,,,43917.444,
453,2020년 3월 27일 00시,세종,世宗,Sejong,,,9,12.85,44,,,,43917.444,
454,2020년 03월 27일 00시,경기,京畿,Gyeonggi-do,4,11,131,3.11,412,,,,43917.444,
455,2020년 3월 27일 00시,강원,江原,Gangwon-do,1,,20,2.01,31,,,,43917.444,
456,2020년 3월 27일 00시,충북,忠北,Chungcheongbuk-do,,2,17,2.56,41,,,,43917.444,
457,2020년 3월 27일 00시,충남,忠南,Chungcheongnam-do,,,78,5.84,124,,,,43917.444,
458,2020년 3월 27일 00시,전북,全北,Jeollabuk-do,,,7,0.55,10,,,,43917.444,
459,2020년 3월 27일 00시,전남,全南,Jeollanam-do,,,3,0.43,8,,,,43917.444,
460,2020년 3월 27일 00시,경북,庆北,Gyeongsangbuk-do,34,9,650,48.19,1283,,,,43917.444,
461,2020년 3월 27일 00시,경남,庆南,Gyeongsangnam-do,,1,62,2.71,91,,,,43917.444,
462,2020년 3월 27일 00시,제주,济州,Jeju,,1,4,1.04,7,,,,43917.444,
463,2020년 3월 27일 00시,검역,隔離區,Lazaretto,,13,,,144,,,,43917.444,
464,2020년 03월 28일 00시,합계,合计,Total,144,146,4811,18.28,9478,,,,43918.44877,
465,2020년 03월 28일 00시,서울,首尔,Seoul,,18,93,4.01,390,,,,43918.44877,
466,2020년 03월 28일 00시,부산,釜山,Busan,2,1,81,3.34,114,,,,43918.44877,
467,2020년 03월 28일 00시,대구,大邱,Daegu,101,71,3543,270.35,6587,,,,43918.44877,
468,2020년 03월 28일 00시,인천,仁川,Incheon,,5,14,1.73,51,,,,43918.44877,
469,2020년 03월 28일 00시,광주,光州,Gwangju,,,11,1.37,20,,,,43918.44877,
470,2020년 03월 28일 00시,대전,大田,Daejeon,,,10,2.1,31,,,,43918.44877,
471,2020년 03월 28일 00시,울산,蔚山,Ulsan,,,19,3.4,39,,,,43918.44877,
472,2020년 03월 28일 00시,세종,世宗,Sejong,,,9,12.85,44,,,,43918.44877,
473,2020년 03월 28일 00시,경기,京畿,Gyeonggi-do,5,21,140,3.27,433,,,,43918.44877,
474,2020년 03월 28일 00시,강원,江原,Gangwon-do,1,1,20,2.08,32,,,,43918.44877,
475,2020년 03월 28일 00시,충북,忠北,Chungcheongbuk-do,,,21,2.56,41,,,,43918.44877,
476,2020년 03월 28일 00시,충남,忠南,Chungcheongnam-do,,2,81,5.94,126,,,,43918.44877,
477,2020년 03월 28일 00시,전북,全北,Jeollabuk-do,,,7,0.55,10,,,,43918.44877,
478,2020년 03월 28일 00시,전남,全南,Jeollanam-do,,,3,0.43,8,,,,43918.44877,
479,2020년 03월 28일 00시,경북,庆北,Gyeongsangbuk-do,35,2,692,48.26,1285,,,,43918.44877,
480,2020년 03월 28일 00시,경남,庆南,Gyeongsangnam-do,,,63,2.71,91,,,,43918.44877,
481,2020년 03월 28일 00시,제주,济州,Jeju,,1,4,1.19,8,,,,43918.44877,
482,2020년 03월 28일 00시,검역,隔離區,Lazaretto,,24,,,168,,,,43918.44877,
483,2020년 03월 29일 00시,합계,合计,Total,152,105,5033,18.48,9583,,,,43919.45002,
484,2020년 03월 29일 00시,서울,首尔,Seoul,,20,93,4.21,410,,,,43919.45002,
485,2020년 03월 29일 00시,부산,釜山,Busan,3,3,85,3.43,117,,,,43919.45002,
486,2020년 03월 29일 00시,대구,大邱,Daegu,106,23,3706,271.29,6610,,,,43919.45002,
487,2020년 03월 29일 00시,인천,仁川,Incheon,,7,15,1.96,58,,,,43919.45002,
488,2020년 03월 29일 00시,광주,光州,Gwangju,,,11,1.37,20,,,,43919.45002,
489,2020년 03월 29일 00시,대전,大田,Daejeon,,3,14,2.31,34,,,,43919.45002,
490,2020년 03월 29일 00시,울산,蔚山,Ulsan,,,19,3.4,39,,,,43919.45002,
491,2020년 03월 29일 00시,세종,世宗,Sejong,,2,11,13.44,46,,,,43919.45002,
492,2020년 03월 29일 00시,경기,京畿,Gyeonggi-do,5,15,144,3.38,448,,,,43919.45002,
493,2020년 03월 29일 00시,강원,江原,Gangwon-do,1,2,21,2.21,34,,,,43919.45002,
494,2020년 03월 29일 00시,충북,忠北,Chungcheongbuk-do,,,21,2.56,41,,,,43919.45002,
495,2020년 03월 29일 00시,충남,忠南,Chungcheongnam-do,,1,83,5.98,127,,,,43919.45002,
496,2020년 03월 29일 00시,전북,全北,Jeollabuk-do,,2,7,0.66,12,,,,43919.45002,
497,2020년 03월 29일 00시,전남,全南,Jeollanam-do,,1,3,0.48,9,,,,43919.45002,
498,2020년 03월 29일 00시,경북,庆北,Gyeongsangbuk-do,37,2,732,48.34,1287,,,,43919.45002,
499,2020년 03월 29일 00시,경남,庆南,Gyeongsangnam-do,,3,64,2.8,94,,,,43919.45002,
500,2020년 03월 29일 00시,제주,济州,Jeju,,,4,1.19,8,,,,43919.45002,
501,2020년 03월 29일 00시,검역,隔離區,Lazaretto,,21,,,189,,,,43919.45002,
707,2020년 03월 30일 00시,합계,合计,Total,158,78,5228,18.63,9661,,,,43920.43735,
708,2020년 03월 30일 00시,서울,首尔,Seoul,,16,92,4.38,426,,,,43920.43735,
709,2020년 03월 30일 00시,부산,釜山,Busan,3,1,87,3.46,118,,,,43920.43735,
710,2020년 03월 30일 00시,대구,大邱,Daegu,111,14,3837,271.87,6624,,,,43920.43735,
711,2020년 03월 30일 00시,인천,仁川,Incheon,,,15,1.96,58,,,,43920.43735,
712,2020년 03월 30일 00시,광주,光州,Gwangju,,,13,1.37,20,,,,43920.43735,
713,2020년 03월 30일 00시,대전,大田,Daejeon,,,17,2.31,34,,,,43920.43735,
714,2020년 03월 30일 00시,울산,蔚山,Ulsan,,,19,3.4,39,,,,43920.43735,
715,2020년 03월 30일 00시,세종,世宗,Sejong,,,12,13.44,46,,,,43920.43735,
716,2020년 03월 30일 00시,경기,京畿,Gyeonggi-do,5,15,160,3.49,463,,,,43920.43735,
717,2020년 03월 30일 00시,강원,江原,Gangwon-do,1,2,21,2.34,36,,,,43920.43735,
718,2020년 03월 30일 00시,충북,忠北,Chungcheongbuk-do,,3,21,2.75,44,,,,43920.43735,
719,2020년 03월 30일 00시,충남,忠南,Chungcheongnam-do,,,83,5.98,127,,,,43920.43735,
720,2020년 03월 30일 00시,전북,全北,Jeollabuk-do,,1,7,0.72,13,,,,43920.43735,
721,2020년 03월 30일 00시,전남,全南,Jeollanam-do,,,3,0.48,9,,,,43920.43735,
722,2020년 03월 30일 00시,경북,庆北,Gyeongsangbuk-do,38,11,772,48.75,1298,,,,43920.43735,
723,2020년 03월 30일 00시,경남,庆南,Gyeongsangnam-do,,1,65,2.83,95,,,,43920.43735,
724,2020년 03월 30일 00시,제주,济州,Jeju,,1,4,1.34,9,,,,43920.43735,
725,2020년 03월 30일 00시,검역,隔離區,Lazaretto,,13,,,202,,,,43920.43735,
726,2020년 03월 31일 00시,합계,合计,Total,162,125,5408,18.87,9786,,,,43921.44191,
727,2020년 03월 31일 00시,서울,首尔,Seoul,,24,107,4.62,450,,,,43921.44191,
728,2020년 03월 31일 00시,부산,釜山,Busan,3,1,87,3.49,119,,,,43921.44191,
729,2020년 03월 31일 00시,대구,大邱,Daegu,114,60,3946,274.33,6684,,,,43921.44191,
730,2020년 03월 31일 00시,인천,仁川,Incheon,,6,16,2.17,64,,,,43921.44191,
731,2020년 03월 31일 00시,광주,光州,Gwangju,,,14,1.37,20,,,,43921.44191,
732,2020년 03월 31일 00시,대전,大田,Daejeon,,2,18,2.44,36,,,,43921.44191,
733,2020년 03월 31일 00시,울산,蔚山,Ulsan,,,19,3.4,39,,,,43921.44191,
734,2020년 03월 31일 00시,세종,世宗,Sejong,,,12,13.44,46,,,,43921.44191,
735,2020년 03월 31일 00시,경기,京畿,Gyeonggi-do,6,13,166,3.59,476,,,,43921.44191,
736,2020년 03월 31일 00시,강원,江原,Gangwon-do,1,,23,2.34,36,,,,43921.44191,
737,2020년 03월 31일 00시,충북,忠北,Chungcheongbuk-do,,,22,2.75,44,,,,43921.44191,
738,2020년 03월 31일 00시,충남,忠南,Chungcheongnam-do,,1,90,6.03,128,,,,43921.44191,
739,2020년 03월 31일 00시,전북,全北,Jeollabuk-do,,,7,0.72,13,,,,43921.44191,
740,2020년 03월 31일 00시,전남,全南,Jeollanam-do,,,3,0.48,9,,,,43921.44191,
741,2020년 03월 31일 00시,경북,庆北,Gyeongsangbuk-do,38,2,808,48.83,1300,,,,43921.44191,
742,2020년 03월 31일 00시,경남,庆南,Gyeongsangnam-do,,1,67,2.86,96,,,,43921.44191,
743,2020년 03월 31일 00시,제주,济州,Jeju,,,3,1.34,9,,,,43921.44191,
744,2020년 03월 31일 00시,검역,隔離區,Lazaretto,,15,,,217,,,,43921.44191,
745,2020년 04월 01일 00시,합계,合计,Total,165,101,5567,19.07,9887,,,,43922.44814,
746,2020년 04월 01일 00시,서울,首尔,Seoul,,24,117,4.87,474,,,,43922.44814,
747,2020년 04월 01일 00시,부산,釜山,Busan,3,3,87,3.58,122,,,,43922.44814,
748,2020년 04월 01일 00시,대구,大邱,Daegu,115,20,4070,275.15,6704,,,,43922.44814,
749,2020년 04월 01일 00시,인천,仁川,Incheon,,5,19,2.33,69,,,,43922.44814,
750,2020년 04월 01일 00시,광주,光州,Gwangju,,4,14,1.65,24,,,,43922.44814,
751,2020년 04월 01일 00시,대전,大田,Daejeon,,,18,2.44,36,,,,43922.44814,
752,2020년 04월 01일 00시,울산,蔚山,Ulsan,1,,20,3.4,39,,,,43922.44814,
753,2020년 04월 01일 00시,세종,世宗,Sejong,,,12,13.44,46,,,,43922.44814,
754,2020년 04월 01일 00시,경기,京畿,Gyeonggi-do,6,23,171,3.77,499,,,,43922.44814,
755,2020년 04월 01일 00시,강원,江原,Gangwon-do,1,2,23,2.47,38,,,,43922.44814,
756,2020년 04월 01일 00시,충북,忠北,Chungcheongbuk-do,,,23,2.75,44,,,,43922.44814,
757,2020년 04월 01일 00시,충남,忠南,Chungcheongnam-do,,3,91,6.17,131,,,,43922.44814,
758,2020년 04월 01일 00시,전북,全北,Jeollabuk-do,,1,7,0.77,14,,,,43922.44814,
759,2020년 04월 01일 00시,전남,全南,Jeollanam-do,,3,3,0.64,12,,,,43922.44814,
760,2020년 04월 01일 00시,경북,庆北,Gyeongsangbuk-do,39,2,822,48.9,1302,,,,43922.44814,
761,2020년 04월 01일 00시,경남,庆南,Gyeongsangnam-do,,4,67,2.98,100,,,,43922.44814,
762,2020년 04월 01일 00시,제주,济州,Jeju,,,3,1.34,9,,,,43922.44814,
763,2020년 04월 01일 00시,검역,隔離區,Lazaretto,,7,,,224,,,,43922.44814,
764,2020년 04월 02일 00시,합계,合计,Total,169,89,5828,19.24,9976,,,,43923.44625,
765,2020년 04월 02일 00시,서울,首尔,Seoul,,14,127,5.01,488,,,,43923.44625,
766,2020년 04월 02일 00시,부산,釜山,Busan,3,,87,3.58,122,,,,43923.44625,
767,2020년 04월 02일 00시,대구,大邱,Daegu,117,21,4283,276.01,6725,,,,43923.44625,
768,2020년 04월 02일 00시,인천,仁川,Incheon,,4,20,2.47,73,,,,43923.44625,
769,2020년 04월 02일 00시,광주,光州,Gwangju,,1,14,1.72,25,,,,43923.44625,
770,2020년 04월 02일 00시,대전,大田,Daejeon,,,18,2.44,36,,,,43923.44625,
771,2020년 04월 02일 00시,울산,蔚山,Ulsan,1,1,21,3.49,40,,,,43923.44625,
772,2020년 04월 02일 00시,세종,世宗,Sejong,,,12,13.44,46,,,,43923.44625,
773,2020년 04월 02일 00시,경기,京畿,Gyeonggi-do,6,17,181,3.89,516,,,,43923.44625,
774,2020년 04월 02일 00시,강원,江原,Gangwon-do,1,1,23,2.53,39,,,,43923.44625,
775,2020년 04월 02일 00시,충북,忠北,Chungcheongbuk-do,,,23,2.75,44,,,,43923.44625,
776,2020년 04월 02일 00시,충남,忠南,Chungcheongnam-do,,2,95,6.27,133,,,,43923.44625,
777,2020년 04월 02일 00시,전북,全北,Jeollabuk-do,,,7,0.77,14,,,,43923.44625,
778,2020년 04월 02일 00시,전남,全南,Jeollanam-do,,2,3,0.75,14,,,,43923.44625,
779,2020년 04월 02일 00시,경북,庆北,Gyeongsangbuk-do,41,2,840,48.98,1304,,,,43923.44625,
780,2020년 04월 02일 00시,경남,庆南,Gyeongsangnam-do,,6,70,3.15,106,,,,43923.44625,
781,2020년 04월 02일 00시,제주,济州,Jeju,,,3,1.34,9,,,,43923.44625,
782,2020년 04월 02일 00시,검역,隔離區,Lazaretto,,18,1,,242,,,,43923.44625,
783,2020년 04월 03일 00시,합계,合计,Total,174,86,6021,19.41,10062,,,,43924.43817,
784,2020년 04월 03일 00시,서울,首尔,Seoul,,18,131,5.2,506,,,,43924.43817,
785,2020년 04월 03일 00시,부산,釜山,Busan,3,,88,3.58,122,,,,43924.43817,
786,2020년 04월 03일 00시,대구,大邱,Daegu,121,9,4434,276.38,6734,,,,43924.43817,
787,2020년 04월 03일 00시,인천,仁川,Incheon,,1,21,2.5,74,,,,43924.43817,
788,2020년 04월 03일 00시,광주,光州,Gwangju,,1,15,1.78,26,,,,43924.43817,
789,2020년 04월 03일 00시,대전,大田,Daejeon,,,18,2.44,36,,,,43924.43817,
790,2020년 04월 03일 00시,울산,蔚山,Ulsan,1,,21,3.49,40,,,,43924.43817,
791,2020년 04월 03일 00시,세종,世宗,Sejong,,,12,13.44,46,,,,43924.43817,
792,2020년 04월 03일 00시,경기,京畿,Gyeonggi-do,6,23,186,4.07,539,,,,43924.43817,
793,2020년 04월 03일 00시,강원,江原,Gangwon-do,1,2,23,2.66,41,,,,43924.43817,
794,2020년 04월 03일 00시,충북,忠北,Chungcheongbuk-do,,1,25,2.81,45,,,,43924.43817,
795,2020년 04월 03일 00시,충남,忠南,Chungcheongnam-do,,1,97,6.31,134,,,,43924.43817,
796,2020년 04월 03일 00시,전북,全北,Jeollabuk-do,,1,7,0.83,15,,,,43924.43817,
797,2020년 04월 03일 00시,전남,全南,Jeollanam-do,,1,3,0.8,15,,,,43924.43817,
798,2020년 04월 03일 00시,경북,庆北,Gyeongsangbuk-do,42,5,865,49.16,1309,,,,43924.43817,
799,2020년 04월 03일 00시,경남,庆南,Gyeongsangnam-do,,1,71,3.18,107,,,,43924.43817,
